Gene,logFC,P.Value,adj.P.Val,AveExpr_cluster,AveExpr_rest,percentExpr_cluster,percentExpr_rest
MIOX,-3.96231759506215,1.21307292113567e-08,7.03584532266715e-07,6.334326,10.296643,1,1
GTF2A2,-7.22864732795636,1.21609363323891e-08,7.03584532266715e-07,16.299567,23.528214,1,1
GSTT2,5.37362376268291,1.27825057052159e-08,7.36895418504275e-07,19.085436,13.711812,1,1
TYROBP,4.38711808456315,1.28792698181371e-08,7.39822056267562e-07,14.735835,10.348717,1,1
ARF1,-30.8155959949521,1.42474482443891e-08,8.15501628337201e-07,89.815082,120.630678,1,1
CYGB,4.64821266435614,1.43567126770897e-08,8.18841725880533e-07,16.184848,11.536636,1,1
MTSS1,-10.6011275757443,1.48880336609327e-08,8.46145347711807e-07,25.09101,35.692138,1,1
GLYAT,-4.27984690924227,1.53347169025609e-08,8.67608424564839e-07,8.737561,13.017408,1,1
LTF,12.438991153223,1.54078234064974e-08,8.67608424564839e-07,27.694443,15.255452,1,1
CGB2,10.5206421126019,1.54275061816429e-08,8.67608424564839e-07,34.869923,24.349281,1,1
IGHG2,39.422759914596,1.57227365990425e-08,8.81130646198606e-07,54.729739,15.306979,1,1
SYAP1,-5.00802869817395,1.59244478358436e-08,8.89336177054541e-07,11.864302,16.872331,1,1
TYRO3,-27.7772831421394,1.62646591617161e-08,9.05193003311565e-07,69.594052,97.371335,1,1
LAPTM5,9.61242550428727,1.7033063211831e-08,9.44688926548586e-07,29.742134,20.129708,1,1
TRAPPC4,-5.10374805137709,1.72240694351133e-08,9.5199976905279e-07,15.522569,20.626317,1,1
POTEG,5.76539464533587,1.75087794523336e-08,9.64421947641555e-07,16.875783,11.110389,1,1
GJA5,-14.3340647605935,1.79219826493893e-08,9.83812863251801e-07,26.23602,40.570085,1,1
KRTAP4-7,9.0938124726345,1.8351418691603e-08,1.00395992597191e-06,30.407361,21.313549,1,1
CAPN2,-30.8757366910469,1.85862658231226e-08,1.0133610152512e-06,81.104055,111.979792,1,1
FRG2,5.70220464463702,1.87469213023181e-08,1.01866716968407e-06,18.919745,13.217541,1,1
EIF1AX,-5.7392336818219,1.94828750641269e-08,1.05509280313609e-06,17.580369,23.319603,1,1
DNAJC19,-4.12040327285103,2.02244816892051e-08,1.09097923726825e-06,11.315848,15.436251,1,1
TSPAN4,-8.1039218212791,2.02811982058696e-08,1.09097923726825e-06,20.674779,28.778701,1,1
EIF3F,10.8607949697954,2.08659949571637e-08,1.11869554297007e-06,54.4324,43.571605,1,1
SNAI2,-6.38732658702918,2.10142489562384e-08,1.12290093093734e-06,12.653248,19.040575,1,1
OR4F17,5.26122393821397,2.22454778106909e-08,1.18475584472567e-06,16.587038,11.325814,1,1
CHRNB4,6.64531672800774,2.23225046665029e-08,1.18493453813872e-06,22.509507,15.864191,1,1
SGCB,-13.3184362950951,2.26430871281642e-08,1.19542303925838e-06,36.812661,50.131097,1,1
PRR23D2,5.89653964630969,2.26687407966802e-08,1.19542303925838e-06,15.977501,10.080961,1,1
FABP1,-7.38136282193369,2.29023554151472e-08,1.20379570097133e-06,12.761854,20.143217,1,1
APLP1,-8.98408056681635,2.37842684359108e-08,1.24607874111788e-06,18.96229,27.946371,1,1
CD81,-66.008336840598,2.39149726127642e-08,1.24885850488214e-06,177.037433,243.04577,1,1
KRTAP9-2,9.2477035281634,2.42051688543549e-08,1.25992212250306e-06,31.676763,22.42906,1,1
TP53TG3,5.48766577553439,2.57602704636308e-08,1.33654254882916e-06,18.88471,13.397044,1,1
EMILIN2,3.78437312590267,2.69249412661518e-08,1.39247831294143e-06,13.495494,9.711121,1,1
TMEM109,-8.15316481155063,2.7264535732221e-08,1.40552177152898e-06,27.12144,35.274604,1,1
NPHS1,-34.4483016032677,2.87220074621136e-08,1.47592577642375e-06,66.683872,101.132174,1,1
OR7E24,9.86288606963545,2.91340881541401e-08,1.49233335627767e-06,28.151206,18.28832,1,1
CCDC188,3.34470186463166,3.0203140484437e-08,1.54218194143392e-06,10.335036,6.990334,1,1
CTDSPL,-10.9221161691657,3.21050864692313e-08,1.63410826193391e-06,28.735791,39.657907,1,1
TCN2,8.4144671202394,3.31702705088969e-08,1.67793470514194e-06,24.251232,15.836765,1,1
CTSS,4.81315946948821,3.31747846453083e-08,1.67793470514194e-06,14.867977,10.054817,1,1
ZNF93,7.53637474242055,3.32838873301849e-08,1.67817568595202e-06,22.298145,14.76177,1,1
POLR2C,-4.58584246379129,3.49994243167533e-08,1.75915856472081e-06,13.018538,17.60438,1,1
AKT3,-7.34683854781188,3.79414080300234e-08,1.9010891176165e-06,21.448697,28.795536,1,1
HPD,-5.1600447635974,3.88082571705094e-08,1.93842184141874e-06,7.517871,12.677915,1,1
SPI1,8.3190620832285,3.89275214361014e-08,1.93842184141874e-06,21.803283,13.484221,1,1
GALR3,6.48159612261543,3.92994501302092e-08,1.95028610617097e-06,24.13935,17.657754,1,1
DEFB103A,4.54808976816237,3.94082929933826e-08,1.95028610617097e-06,15.569305,11.021215,1,1
TNFRSF1B,6.01061393679651,4.00734582624502e-08,1.97712117390567e-06,19.303342,13.292728,1,1
LMO7,-5.50740310923878,4.14036799719459e-08,2.03650394088311e-06,11.453753,16.961156,1,1
OR2A1,6.41842919996634,4.18145291565419e-08,2.05044172851774e-06,20.749098,14.330669,1,1
CHRDL1,-8.00137148498629,4.3014288539678e-08,2.10286266526499e-06,19.8225,27.823871,1,1
ZDHHC6,-48.9371486559919,4.3607744002248e-08,2.12541501373381e-06,100.286924,149.224073,1,1
THBD,6.33131370649365,4.41151655280772e-08,2.14365052070572e-06,19.188921,12.857607,1,1
EFHD1,-7.38792972165614,4.46645591325033e-08,2.16380954544332e-06,19.956503,27.344432,1,1
ZNF845,9.49971750701144,4.61720153263839e-08,2.23012220573441e-06,29.954641,20.454923,1,1
POLR2K,-5.82318047381411,4.80663657259484e-08,2.31466894112621e-06,15.347854,21.171035,1,1
COX6A2,4.27150795721647,4.83860420184633e-08,2.32310776067153e-06,14.509918,10.23841,1,1
GIMAP8,-7.82168927715627,4.975673631051e-08,2.3818075798162e-06,19.776695,27.598384,1,1
SLC16A3,5.68268735549838,5.0930007728178e-08,2.43073662997037e-06,21.807341,16.124654,1,1
CNTN1,-5.45903851726183,5.12057643585173e-08,2.43666720101299e-06,14.026206,19.485245,1,1
SP7,6.32187832855387,5.15974739414482e-08,2.44365831065709e-06,19.41612,13.094242,1,1
PRKX,5.45773166181549,5.16565422546263e-08,2.44365831065709e-06,18.628471,13.170739,1,1
MYO1F,4.24481288609222,5.19795871756442e-08,2.45172926725238e-06,12.846779,8.601967,1,1
TRIM49D2,5.05427219552051,5.44556102665884e-08,2.56100595183569e-06,16.955435,11.901162,1,1
MTHFS,-4.58466028960753,5.56222330584013e-08,2.60338745620802e-06,12.527079,17.11174,1,1
SUCLG1,-5.83105645413695,5.56805076433448e-08,2.60338745620802e-06,13.761286,19.592343,1,1
GAS2,-5.98700151673127,5.66247367335188e-08,2.63821522635346e-06,10.227342,16.214344,1,1
TMEM86B,3.97491889955505,5.67534486644054e-08,2.63821522635346e-06,13.120098,9.145179,1,1
VNN2,4.40345984426412,5.69883604307385e-08,2.64150083333717e-06,13.346693,8.943233,1,1
RCN2,-7.6558620884133,5.72971976695352e-08,2.64818427389886e-06,22.470526,30.126388,1,1
ARPP19,-14.3087946106001,6.02569647322993e-08,2.77700005946791e-06,43.416327,57.725122,1,1
CTAGE9,7.95410502447194,6.07360128467752e-08,2.79108008750724e-06,27.238562,19.284457,1,1
ROGDI,5.97490261540268,6.10597477055375e-08,2.79796291195403e-06,24.544389,18.569486,1,1
SERPINF1,3.50462937989362,6.17555754083155e-08,2.81812343135823e-06,12.645213,9.140584,1,1
NRROS,5.22123193482816,6.1850134995614e-08,2.81812343135823e-06,17.635042,12.41381,1,1
NFE2L2,-7.19129367402794,6.51113182467722e-08,2.95833458384487e-06,20.225464,27.416757,1,1
FAM72B,6.34486864457743,6.62778220610537e-08,3.00285208459151e-06,20.687263,14.342394,1,1
TJP1,-18.7597161627349,6.8306435397232e-08,3.08606940148618e-06,40.630858,59.390574,1,1
LYRM2,82.4923493315131,6.90070129076058e-08,3.1089882229858e-06,253.718367,171.226017,1,1
DAG1,-9.62678408313108,6.9544067970683e-08,3.12443237218007e-06,29.045414,38.672198,1,1
SOD1,-9.88324644778887,7.02698837084069e-08,3.14824738040673e-06,26.781615,36.664862,1,1
VDAC2,-4.77075696761302,7.16174841838776e-08,3.1997100433708e-06,13.315967,18.086724,1,1
PLAAT3,-6.3534466651783,7.35226940541132e-08,3.27573133287079e-06,18.45363,24.807077,1,1
ORM2,7.41517566163819,7.38004826384369e-08,3.27745537519174e-06,25.743994,18.328818,1,1
WNT8A,6.47657619530676,7.40512404015253e-08,3.27745537519174e-06,21.015408,14.538832,1,1
SNRPC,9.09030731467456,7.41727030943667e-08,3.27745537519174e-06,40.366471,31.276164,1,1
PARVA,-16.1574265488986,7.61786997431336e-08,3.35687179909195e-06,49.302851,65.460277,1,1
PDZK1IP1,-13.8422865650871,7.93020988781096e-08,3.47641640801596e-06,30.542149,44.384435,1,1
LCP1,8.22343361915276,7.93238511403791e-08,3.47641640801596e-06,21.983299,13.759865,1,1
OLFML3,5.56159834626089,7.95665591841019e-08,3.47757754868776e-06,20.323921,14.762323,1,1
NDRG1,-26.7734690868493,7.98556996968204e-08,3.4807562978961e-06,49.739571,76.51304,1,1
HLA-DPA1,-30.3415329325595,8.69519104766374e-08,3.77982304893577e-06,49.369566,79.711099,1,1
SPDYE5,12.8999454859875,8.75515773688119e-08,3.79563226522903e-06,44.137155,31.237209,1,1
ADA2,3.90040229314677,8.88742860822053e-08,3.84261832619943e-06,15.005986,11.105584,1,1
TMEM47,-6.61543526484337,9.01971805930454e-08,3.88936046289153e-06,15.554385,22.16982,1,1
GOLGA6L6,12.4648519864502,9.10416538796174e-08,3.91527797058761e-06,41.807916,29.343064,1,1
SARAF,-12.2841583454248,9.15937947356044e-08,3.9285189187399e-06,33.46956,45.753719,1,1
CORO1A,5.21073220074607,9.6104192846426e-08,4.11101020676042e-06,15.937527,10.726795,1,1
UQCRQ,-9.41392674883036,9.76222335911812e-08,4.16487004000148e-06,27.840739,37.254666,1,1
RPL21,30.8258167255836,9.92350609177979e-08,4.22247809471392e-06,208.64141,177.815594,1,1
SVIP,-4.99197187353179,1.0025184853361e-07,4.25448741903582e-06,14.556185,19.548157,1,1
BHMT,-5.88190374978177,1.01642758381437e-07,4.29793364125559e-06,11.382499,17.264403,1,1
PRKAR2B,-9.52871973075048,1.01810042111314e-07,4.29793364125559e-06,20.46134,29.99006,1,1
MAP1B,-8.07524467168261,1.02633147877794e-07,4.32133913734669e-06,20.163802,28.239047,1,1
FANCE,5.49804055234914,1.03861641923928e-07,4.3616466023615e-06,19.12375,13.625709,1,1
UBE2Q2L,5.86474479685442,1.07716007675294e-07,4.51172986314954e-06,17.981526,12.116781,1,1
SCARB2,-8.89927049839136,1.09188155241753e-07,4.56151243872301e-06,30.021118,38.920388,1,1
OTOP1,7.23212640168089,1.10365255912151e-07,4.59874294324105e-06,20.179,12.946874,1,1
PILRA,4.28198990333304,1.16047983707407e-07,4.82303816524531e-06,13.842286,9.560296,1,1
POU5F1,6.75082871838221,1.19061477262461e-07,4.93552783579746e-06,27.710395,20.959566,1,1
CBLC,4.48413605624635,1.24358502057483e-07,5.14185641926109e-06,16.888781,12.404645,1,1
GPAT2,5.95583524302314,1.27795625909925e-07,5.27042268496216e-06,20.82797,14.872135,1,1
METTL5,-6.19020615700865,1.35644729358032e-07,5.57982052939791e-06,17.823507,24.013713,1,1
ACVRL1,-6.58721868558364,1.39934223622424e-07,5.74158686924251e-06,21.972717,28.559936,1,1
OR4F4,6.37418528948339,1.41796197970311e-07,5.79275888747664e-06,23.450893,17.076708,1,1
TAS1R3,7.07292634863702,1.41901703659898e-07,5.79275888747664e-06,24.505391,17.432465,1,1
LCE1D,6.44127914468619,1.45998256166887e-07,5.94490114478027e-06,23.791433,17.350153,1,1
TNPO3,-3.96001840996707,1.47053673605302e-07,5.97275577340325e-06,13.985385,17.945403,1,1
SRSF6,-5.69744386705658,1.48030815707272e-07,5.99729884089611e-06,18.762463,24.459907,1,1
GLO1,-8.35617196043849,1.53267407429219e-07,6.19385171128533e-06,22.102832,30.459004,1,1
KRTAP9-6,6.01724949756484,1.53693520244829e-07,6.19550521207477e-06,18.371945,12.354695,1,1
TOR1AIP1,-4.92875702083541,1.56229332952986e-07,6.26709249376582e-06,17.825596,22.754353,1,1
LRRC25,4.31343469490306,1.56451849091148e-07,6.26709249376582e-06,13.511593,9.198159,1,1
MRGPRX4,4.49327521755066,1.56638347581066e-07,6.26709249376582e-06,15.886514,11.393239,1,1
CYSTM1,-8.22551758783032,1.57685860821739e-07,6.29334835100954e-06,22.601637,30.827155,1,1
FGL2,13.3036193027125,1.59105637786069e-07,6.33429474789886e-06,46.800873,33.497254,1,1
CLIP3,-9.75591314905479,1.59629956583554e-07,6.33947709059229e-06,28.926621,38.682535,1,1
CERS6,-6.53612277543907,1.62750404781269e-07,6.44748155296043e-06,17.779151,24.315273,1,1
HK3,6.00618769282215,1.6482236090506e-07,6.5135205228427e-06,21.674435,15.668247,1,1
PCBP2,-24.2571037176884,1.66369846193395e-07,6.55856030925139e-06,82.848883,107.105987,1,1
OR2A14,5.13776654912452,1.67180746843396e-07,6.5744135262327e-06,17.164726,12.02696,1,1
ATP5F1B,-14.6086437062268,1.69145617938633e-07,6.63545882664628e-06,51.780643,66.389286,1,1
ID2,-6.99071071983932,1.70562143827978e-07,6.67474822707834e-06,22.271381,29.262091,1,1
CHD3,-9.64902053328304,1.72504960379794e-07,6.7343926765743e-06,20.341101,29.990121,1,1
TNXB,3.58087565860621,1.73231611615711e-07,6.74638557197843e-06,10.278413,6.697537,1,1
CCNI,-19.7355611554816,1.7744057076917e-07,6.89360903442352e-06,50.815557,70.551119,1,1
SYT2,4.42943510606691,1.79705158022076e-07,6.96476569066766e-06,15.062042,10.632607,1,1
GNAS,-21.8497307961121,1.81275728342293e-07,7.00874715061884e-06,71.909758,93.759489,1,1
NTN4,-22.0501401549982,1.84717869543134e-07,7.12028901207838e-06,42.951937,65.002077,1,1
L3MBTL3,-3.95344753638663,1.85095272116597e-07,7.12028901207838e-06,9.962014,13.915461,1,1
LST1,5.82248453226096,1.854887525529e-07,7.12028901207838e-06,17.712115,11.889631,1,1
RPRD1A,-5.10838755212649,1.86501053617176e-07,7.14210225328251e-06,16.523915,21.632302,1,1
RASA4,-11.23846504819,1.90147752077411e-07,7.26445711262014e-06,28.017992,39.256457,1,1
ATP5ME,-9.62944902314081,1.92666537083655e-07,7.34324308638271e-06,37.542713,47.172162,1,1
BCAM,-69.3793252419256,1.9818737628021e-07,7.51972612087845e-06,200.112144,269.491469,1,1
CSDE1,-27.882430962842,1.98232024076875e-07,7.51972612087845e-06,64.72261,92.605041,1,1
SELENOF,-7.42341176926833,2.03838024249827e-07,7.71419007537463e-06,27.935868,35.35928,1,1
GPSM1,-4.7351557682087,2.04361245762522e-07,7.71583633062066e-06,13.214961,17.950117,1,1
STX1B,5.7331577512781,2.07283101996546e-07,7.80782532204318e-06,20.269466,14.536308,1,1
IFI30,13.2058004960525,2.0886936811198e-07,7.84919373063806e-06,33.638572,20.432772,1,1
RASL11B,-10.6722561568237,2.11708656125285e-07,7.93734737789997e-06,30.159517,40.831774,1,1
IL10RA,4.71819920749719,2.17935682603649e-07,8.15180818371416e-06,16.851356,12.133157,1,1
FAM20B,-6.5233292509123,2.25580829382028e-07,8.40380298834054e-06,16.108068,22.631397,1,1
SCGB3A1,3.3572666653651,2.25717662954683e-07,8.40380298834054e-06,12.378436,9.021169,1,1
BGN,-63.2503190625454,2.2710664858722e-07,8.43598922835299e-06,146.11752,209.367839,1,1
CFLAR,-7.4278763697777,2.34424914385289e-07,8.68391497117794e-06,29.552268,36.980144,1,1
ARHGAP19,-6.64423741690524,2.34860918457001e-07,8.68391497117794e-06,16.822346,23.466584,1,1
GPHN,-6.91253102617003,2.38107725704864e-07,8.78377215650694e-06,22.0221,28.934631,1,1
ITGAX,5.41908546718856,2.46864231273452e-07,9.08595948696157e-06,18.206665,12.787579,1,1
NES,-16.3095089972966,2.49625116560791e-07,9.16582671507357e-06,46.927495,63.237004,1,1
PLA2G3,3.88494252694118,2.50173957219429e-07,9.16582671507357e-06,13.534025,9.649083,1,1
NXNL1,4.20065383348631,2.53312531703268e-07,9.2597244543531e-06,14.768651,10.567997,1,1
RPL18A,21.3240291896836,2.59560342842282e-07,9.46659536116839e-06,108.172923,86.848894,1,1
ELN,4.84194306558345,2.60327752530501e-07,9.47310310339497e-06,15.646871,10.804928,1,1
ATP5F1A,-9.16125385448187,2.66905938982791e-07,9.6905533241517e-06,31.275198,40.436452,1,1
TUBB8,4.6407642697144,2.79770224269096e-07,1.01347393854598e-05,14.728565,10.087801,1,1
CP,5.46808579297465,2.8071774745646e-07,1.01462117979544e-05,16.813698,11.345612,1,1
ERRFI1,-6.6333254526704,2.92554158903718e-07,1.0550316349344e-05,13.542339,20.175664,1,1
PITX2,3.63699641174396,2.9866766472084e-07,1.07466906473602e-05,13.312196,9.6752,1,1
ZNF140,-9.32218082178207,3.01675256304054e-07,1.08306804071304e-05,32.674967,41.997148,1,1
TEX28,5.14041148235788,3.09109664833289e-07,1.10728727153199e-05,16.025962,10.88555,1,1
RPS4Y1,14.7010924703459,3.13669684654317e-07,1.1211251573289e-05,30.094908,15.393815,1,1
LRRC75B,4.64973853311325,3.19899445161303e-07,1.14085646917392e-05,17.324439,12.674701,1,1
CTNNBIP1,-6.50868034250981,3.25424317035e-07,1.15799219362631e-05,22.018327,28.527007,1,1
EMC10,-8.98175326432673,3.26339593219027e-07,1.1586856550408e-05,32.987109,41.968863,1,1
TOMM20,-4.79701770874329,3.31281644569491e-07,1.17268623610458e-05,16.111598,20.908615,1,1
RXFP1,-6.0083402400409,3.31741008099717e-07,1.17268623610458e-05,13.59432,19.60266,1,1
AMIGO2,-7.74127933473299,3.38049367001352e-07,1.19236535501091e-05,24.151484,31.892763,1,1
CACNA2D1,-3.93306404343588,3.47050741777951e-07,1.21987589046332e-05,11.210783,15.143847,1,1
SEPTIN2,-13.0382068404904,3.47696815405824e-07,1.21987589046332e-05,52.120708,65.158915,1,1
AEN,4.4160480538832,3.48124243796731e-07,1.21987589046332e-05,18.221071,13.805022,1,1
NFE2L1,-15.1904300361829,3.61255366884354e-07,1.26313724368869e-05,46.720937,61.911367,1,1
SRP9,-9.44411268137922,3.64803574223965e-07,1.26998507000499e-05,41.11321,50.557322,1,1
CALM2,-39.2459393724219,3.65576942830033e-07,1.26998507000499e-05,85.776803,125.022743,1,1
SHROOM4,-5.95755701156233,3.6558262087311e-07,1.26998507000499e-05,15.42393,21.381487,1,1
FN3K,-4.61030797911929,3.66601704865022e-07,1.27078056488125e-05,15.028426,19.638734,1,1
VCL,-5.87473321339441,3.68804091952737e-07,1.27566559461674e-05,16.019006,21.893739,1,1
GOLGA7,-7.29275995768165,3.73045664892889e-07,1.28756791290498e-05,23.909988,31.202748,1,1
NDUFAF3,-6.96034825433041,3.94523216882678e-07,1.35863384700133e-05,25.477864,32.438212,1,1
SLC40A1,-6.33598914041492,3.95324944290365e-07,1.35863384700133e-05,18.943726,25.279716,1,1
HCN2,3.3185595143667,4.00528428379657e-07,1.37358192794422e-05,13.419666,10.101107,1,1
PEA15,-17.6971572909348,4.02985640733373e-07,1.37906830756502e-05,42.468037,60.165195,1,1
MST1,5.61714707454733,4.06095739507318e-07,1.38676090748104e-05,20.401779,14.784632,1,1
CALCRL,6.39871150074583,4.07389384185834e-07,1.38823111339936e-05,20.682734,14.284022,1,1
FAM43A,-5.59046498259253,4.17130506546291e-07,1.41842009879293e-05,13.714395,19.30486,1,1
FOXP1,3.46110573372283,4.20266955876728e-07,1.42607040470913e-05,14.817775,11.356669,1,1
ZBTB10,-3.66967692562684,4.21927027184494e-07,1.42868932741798e-05,13.325763,16.99544,1,1
KRTAP10-1,4.16537928540383,4.31021005507242e-07,1.45641635558372e-05,13.752938,9.587558,1,1
TNFAIP3,8.5910049927183,4.39579839040482e-07,1.4822226689994e-05,28.637688,20.046683,1,1
RHOQ,-7.79238763172047,4.42595138063249e-07,1.48926782439525e-05,33.884832,41.677219,1,1
TMOD3,-6.02948266267776,4.45724947699773e-07,1.49666668513421e-05,19.921405,25.950888,1,1
RPLP1,22.5609586472807,4.46655066441447e-07,1.49666668513421e-05,115.76129,93.200331,1,1
HLA-DQB1,-8.58079778683651,4.50209034561369e-07,1.50443791360048e-05,19.542379,28.123176,1,1
NMRK2,3.50735215322366,4.50844985299323e-07,1.50443791360048e-05,13.316846,9.809494,1,1
PLD3,-13.8697390336151,4.55033299563459e-07,1.5152703085256e-05,47.030397,60.900136,1,1
MIB1,-10.0444343636218,4.80621526303572e-07,1.59717285724518e-05,32.792468,42.836902,1,1
LEPROT,-24.205765023032,4.86714554887347e-07,1.6140859589295e-05,63.327003,87.532768,1,1
CSK,4.48876693496456,4.92764863399583e-07,1.6307880787899e-05,17.32998,12.841213,1,1
PCMTD1,-8.81103271719011,4.94460101163402e-07,1.63303824786697e-05,27.207763,36.018796,1,1
TMED10,-10.0167704949647,5.04083989484435e-07,1.66141124730894e-05,37.736061,47.752832,1,1
PCMTD2,-6.87960722909174,5.15573708822674e-07,1.69580522141184e-05,23.272571,30.152178,1,1
MYL12A,-14.0863845654552,5.20885955944417e-07,1.70727187155773e-05,49.662936,63.74932,1,1
DYNLL1,-18.7406553329328,5.21182845644643e-07,1.70727187155773e-05,51.58462,70.325275,1,1
PRDX6,-6.5399194418696,5.2326677478242e-07,1.70805242545911e-05,18.607749,25.147668,1,1
RNF220,-6.24692531856795,5.23545042123439e-07,1.70805242545911e-05,16.448056,22.694982,1,1
NAPA,-4.59172485951565,5.28517286186012e-07,1.72078381194652e-05,15.822775,20.4145,1,1
FAM86B1,6.48933212332223,5.32764133072319e-07,1.72981121324432e-05,20.550525,14.061193,1,1
TMEM98,-6.22862808546119,5.33905643744451e-07,1.72981121324432e-05,19.901472,26.1301,1,1
SEMA3B,-5.88483032321861,5.35272929873309e-07,1.72981121324432e-05,18.388639,24.27347,1,1
PRR20A,5.9548083719237,5.36104093567288e-07,1.72981121324432e-05,20.504357,14.549548,1,1
TSTD1,-4.08631808079597,5.36667368446231e-07,1.72981121324432e-05,10.838128,14.924446,1,1
IGSF9B,3.99944387666591,5.52941437896296e-07,1.77870201742481e-05,14.622748,10.623304,1,1
RAB2A,-6.51797373607906,5.72540904439838e-07,1.838073434533e-05,25.708074,32.226048,1,1
PLK2,4.72989835109546,5.93358158505854e-07,1.90111008394585e-05,17.182096,12.452197,1,1
